h,l,o,c,v,t
615.85,615.3,615.57,615.45,365,2021-04-27 21:00:00+00:00
615.75,615.31,615.31,615.58,673,2021-04-27 21:30:00+00:00
615.68,615.35,615.58,615.46,117,2021-04-27 22:00:00+00:00
615.46,615.3,615.3,615.45,13,2021-04-27 22:30:00+00:00
620.73,616.51,620.73,616.55,39,2021-04-28 04:00:00+00:00
616.94,616.0,616.87,616.0,22,2021-04-28 04:30:00+00:00
616.0,616.0,616.0,616.0,11,2021-04-28 05:00:00+00:00
619.0,615.58,615.59,617.02,49,2021-04-28 05:30:00+00:00
618.66,616.54,618.66,616.55,7,2021-04-28 06:00:00+00:00
617.0,616.39,616.99,616.39,33,2021-04-28 06:30:00+00:00
616.99,613.4,616.06,613.52,151,2021-04-28 07:00:00+00:00
614.4,613.21,613.85,614.4,150,2021-04-28 07:30:00+00:00
615.59,610.3,614.55,610.5,120,2021-04-28 08:00:00+00:00
613.81,610.51,610.51,613.23,134,2021-04-28 08:30:00+00:00
613.93,611.43,613.13,611.43,57,2021-04-28 09:00:00+00:00
612.07,610.67,610.8,611.51,49,2021-04-28 09:30:00+00:00
612.79,611.79,611.79,611.96,39,2021-04-28 10:00:00+00:00
612.73,611.74,612.33,612.64,24,2021-04-28 10:30:00+00:00
613.57,612.35,612.79,612.6,33,2021-04-28 11:00:00+00:00
613.0,611.15,612.97,611.47,599,2021-04-28 11:30:00+00:00
612.66,611.16,611.47,611.85,1146,2021-04-28 12:00:00+00:00
612.8,611.1,612.0,611.79,1836,2021-04-28 12:30:00+00:00
614.99,611.61,612.0,614.34,2637,2021-04-28 13:00:00+00:00
619.8,611.55,614.08,619.38,211905,2021-04-28 13:30:00+00:00
621.38,615.74,619.43,615.82,112688,2021-04-28 14:00:00+00:00
616.07,611.58,615.73,612.69,126817,2021-04-28 14:30:00+00:00
613.49,608.71,612.59,610.37,77936,2021-04-28 15:00:00+00:00
612.66,610.13,610.26,611.9,77886,2021-04-28 15:30:00+00:00
613.2,611.48,611.81,613.05,42461,2021-04-28 16:00:00+00:00
613.66,610.9,613.12,611.58,40364,2021-04-28 16:30:00+00:00
612.83,611.05,611.43,612.68,27907,2021-04-28 17:00:00+00:00
614.03,612.0,612.63,612.89,38237,2021-04-28 17:30:00+00:00
614.81,611.66,612.93,612.73,43506,2021-04-28 18:00:00+00:00
615.78,611.64,612.67,614.36,105411,2021-04-28 18:30:00+00:00
615.26,612.79,614.38,614.04,84336,2021-04-28 19:00:00+00:00
614.8,610.2,614.04,611.03,172504,2021-04-28 19:30:00+00:00
612.09,610.5,611.01,611.06,231437,2021-04-28 20:00:00+00:00
612.31,610.21,611.04,611.5,2916,2021-04-28 20:30:00+00:00
612.55,611.5,611.5,612.4,581,2021-04-28 21:00:00+00:00
612.98,611.7,612.39,612.2,366,2021-04-28 21:30:00+00:00
612.55,612.55,612.55,612.55,5,2021-04-28 22:00:00+00:00
612.5,612.32,612.5,612.32,16,2021-04-28 22:30:00+00:00
615.65,608.0,615.65,612.26,214,2021-04-29 04:00:00+00:00
614.17,612.28,612.28,612.85,16,2021-04-29 04:30:00+00:00
614.16,613.0,613.0,614.0,11,2021-04-29 05:00:00+00:00
614.98,614.0,614.0,614.02,14,2021-04-29 05:30:00+00:00
617.36,614.96,614.96,616.8,133,2021-04-29 06:00:00+00:00
618.6,616.82,616.91,616.86,266,2021-04-29 06:30:00+00:00
618.81,617.0,618.35,617.85,227,2021-04-29 07:00:00+00:00
617.83,616.9,617.67,617.05,72,2021-04-29 07:30:00+00:00
619.66,616.8,617.05,619.08,154,2021-04-29 08:00:00+00:00
619.48,618.35,619.48,618.99,50,2021-04-29 08:30:00+00:00
619.1,616.43,618.44,616.43,124,2021-04-29 09:00:00+00:00
616.48,613.99,615.7,613.99,163,2021-04-29 09:30:00+00:00
616.11,614.34,614.35,616.03,48,2021-04-29 10:00:00+00:00
616.03,615.15,616.03,615.36,45,2021-04-29 10:30:00+00:00
615.72,614.13,615.15,615.72,52,2021-04-29 11:00:00+00:00
615.87,615.2,615.59,615.47,917,2021-04-29 11:30:00+00:00
615.93,615.1,615.8,615.4,2768,2021-04-29 12:00:00+00:00
615.64,615.12,615.2,615.27,1659,2021-04-29 12:30:00+00:00
616.0,614.56,615.25,615.4,2162,2021-04-29 13:00:00+00:00
617.46,609.93,615.33,611.71,167503,2021-04-29 13:30:00+00:00
613.05,609.82,611.57,612.0,87346,2021-04-29 14:00:00+00:00
612.1,607.06,612.09,611.39,94194,2021-04-29 14:30:00+00:00
612.44,610.6,611.27,611.11,58455,2021-04-29 15:00:00+00:00
611.23,606.41,611.17,606.82,54244,2021-04-29 15:30:00+00:00
606.8,602.75,606.8,605.62,88912,2021-04-29 16:00:00+00:00
606.65,604.18,605.45,605.78,62297,2021-04-29 16:30:00+00:00
606.51,604.42,605.8,606.17,67332,2021-04-29 17:00:00+00:00
609.18,605.98,606.38,608.95,63509,2021-04-29 17:30:00+00:00
609.4,607.56,608.89,609.0,54071,2021-04-29 18:00:00+00:00
611.86,608.86,608.9,611.74,83676,2021-04-29 18:30:00+00:00
612.44,610.4,611.8,610.44,69505,2021-04-29 19:00:00+00:00
613.21,610.33,610.43,612.97,169175,2021-04-29 19:30:00+00:00
613.93,611.3,613.02,611.62,328959,2021-04-29 20:00:00+00:00
611.75,611.1,611.42,611.1,337,2021-04-29 20:30:00+00:00
611.5,611.23,611.45,611.23,167,2021-04-29 21:00:00+00:00
611.45,611.22,611.22,611.26,124,2021-04-29 21:30:00+00:00
611.49,610.32,611.49,610.32,220,2021-04-29 22:00:00+00:00
611.0,610.31,610.5,611.0,15,2021-04-29 22:30:00+00:00
611.09,609.18,611.09,609.97,10,2021-04-30 04:00:00+00:00
609.0,607.28,607.29,609.0,54,2021-04-30 04:30:00+00:00
609.5,609.0,609.5,609.0,15,2021-04-30 05:00:00+00:00
608.31,607.02,608.3,607.09,34,2021-04-30 05:30:00+00:00
608.1,607.08,607.56,607.49,61,2021-04-30 06:00:00+00:00
609.48,608.8,608.8,609.47,16,2021-04-30 06:30:00+00:00
613.79,608.81,609.45,611.68,158,2021-04-30 07:00:00+00:00
611.68,609.29,611.68,609.51,103,2021-04-30 07:30:00+00:00
610.51,607.5,609.54,608.43,67,2021-04-30 08:00:00+00:00
608.53,606.74,608.43,607.42,66,2021-04-30 08:30:00+00:00
608.59,607.0,607.75,607.0,77,2021-04-30 09:00:00+00:00
608.48,606.35,606.35,608.32,11,2021-04-30 09:30:00+00:00
607.88,605.08,607.88,605.52,87,2021-04-30 10:00:00+00:00
607.31,604.34,606.22,605.05,119,2021-04-30 10:30:00+00:00
606.36,605.35,605.79,606.01,108,2021-04-30 11:00:00+00:00
606.87,605.55,606.8,605.89,521,2021-04-30 11:30:00+00:00
606.74,605.4,606.48,605.6,976,2021-04-30 12:00:00+00:00
605.8,603.96,605.51,605.31,3439,2021-04-30 12:30:00+00:00
607.88,604.33,605.04,607.28,4274,2021-04-30 13:00:00+00:00
611.5,605.6,606.54,608.13,155138,2021-04-30 13:30:00+00:00
612.96,605.5,608.01,612.89,108889,2021-04-30 14:00:00+00:00
614.46,609.36,612.83,609.36,61573,2021-04-30 14:30:00+00:00
610.15,606.3,609.31,606.61,37311,2021-04-30 15:00:00+00:00
609.01,606.43,606.77,608.63,58892,2021-04-30 15:30:00+00:00
609.8,608.0,608.59,608.77,32660,2021-04-30 16:00:00+00:00
609.28,606.91,608.77,608.07,35398,2021-04-30 16:30:00+00:00
608.14,606.6,608.07,607.06,43615,2021-04-30 17:00:00+00:00
607.89,601.0,607.05,601.86,85629,2021-04-30 17:30:00+00:00
603.55,600.93,601.84,603.46,80884,2021-04-30 18:00:00+00:00
604.33,603.0,603.3,603.17,41206,2021-04-30 18:30:00+00:00
604.53,601.58,603.25,603.68,48565,2021-04-30 19:00:00+00:00
603.9,599.88,603.69,600.38,390127,2021-04-30 19:30:00+00:00
601.59,600.27,600.95,600.81,655411,2021-04-30 20:00:00+00:00
601.25,600.6,601.0,601.14,529,2021-04-30 20:30:00+00:00
601.14,600.75,601.14,601.03,63,2021-04-30 21:00:00+00:00
601.0,600.8,600.8,600.97,41,2021-04-30 21:30:00+00:00
601.0,600.55,600.94,600.55,446,2021-04-30 22:00:00+00:00
601.0,600.55,600.6,600.55,117,2021-04-30 22:30:00+00:00
607.02,602.11,607.02,604.45,22,2021-05-03 04:00:00+00:00
604.44,602.72,604.44,603.0,21,2021-05-03 04:30:00+00:00
604.46,603.0,603.27,604.46,26,2021-05-03 05:00:00+00:00
604.5,602.72,604.46,604.4,16,2021-05-03 05:30:00+00:00
604.4,603.22,604.4,603.22,14,2021-05-03 06:00:00+00:00
603.99,603.22,603.8,603.57,12,2021-05-03 06:30:00+00:00
607.34,603.67,603.67,607.32,143,2021-05-03 07:00:00+00:00
607.11,605.13,607.11,605.7,21,2021-05-03 07:30:00+00:00
605.7,601.51,605.7,601.82,209,2021-05-03 08:00:00+00:00
602.98,601.1,602.5,601.89,123,2021-05-03 08:30:00+00:00
602.15,600.82,602.15,601.32,62,2021-05-03 09:00:00+00:00
601.01,598.32,601.01,600.36,227,2021-05-03 09:30:00+00:00
600.93,600.0,600.93,600.88,38,2021-05-03 10:00:00+00:00
602.0,600.88,600.88,601.54,46,2021-05-03 10:30:00+00:00
603.0,601.0,602.01,603.0,50,2021-05-03 11:00:00+00:00
602.97,602.0,602.88,602.94,852,2021-05-03 11:30:00+00:00
603.75,602.68,602.97,603.72,878,2021-05-03 12:00:00+00:00
603.8,603.12,603.7,603.36,2785,2021-05-03 12:30:00+00:00
605.4,603.0,603.2,605.29,1444,2021-05-03 13:00:00+00:00
609.79,600.11,605.44,602.07,203534,2021-05-03 13:30:00+00:00
605.82,601.21,601.87,603.34,72664,2021-05-03 14:00:00+00:00
604.58,597.7,603.47,598.15,117531,2021-05-03 14:30:00+00:00
599.7,593.22,598.07,593.88,131573,2021-05-03 15:00:00+00:00
596.68,593.17,593.81,595.64,54764,2021-05-03 15:30:00+00:00
595.82,593.89,595.62,594.47,46572,2021-05-03 16:00:00+00:00
594.36,591.67,594.31,592.77,47005,2021-05-03 16:30:00+00:00
594.3,591.5,592.76,591.51,43543,2021-05-03 17:00:00+00:00
593.79,591.44,591.51,593.07,35624,2021-05-03 17:30:00+00:00
595.89,593.27,593.27,595.89,42550,2021-05-03 18:00:00+00:00
597.62,595.02,595.9,595.54,52095,2021-05-03 18:30:00+00:00
595.68,592.65,595.57,593.28,80121,2021-05-03 19:00:00+00:00
594.23,591.63,593.37,593.45,196571,2021-05-03 19:30:00+00:00
593.99,592.57,593.47,593.2,326513,2021-05-03 20:00:00+00:00
593.21,592.58,593.0,593.0,279,2021-05-03 20:30:00+00:00
593.46,592.55,593.0,592.97,726,2021-05-03 21:00:00+00:00
592.97,592.6,592.61,592.95,275,2021-05-03 21:30:00+00:00
592.98,592.9,592.9,592.94,5,2021-05-03 22:00:00+00:00
592.99,592.62,592.8,592.69,231,2021-05-03 22:30:00+00:00
597.41,592.53,592.54,593.49,80,2021-05-04 04:00:00+00:00
594.59,592.81,593.49,593.29,20,2021-05-04 04:30:00+00:00
593.82,592.81,593.36,593.8,13,2021-05-04 05:00:00+00:00
594.98,593.96,593.96,594.98,20,2021-05-04 05:30:00+00:00
593.13,592.9,593.05,592.91,36,2021-05-04 06:00:00+00:00
592.9,591.2,592.9,591.3,43,2021-05-04 06:30:00+00:00
594.33,591.2,591.2,593.71,135,2021-05-04 07:00:00+00:00
593.7,591.36,593.01,592.03,62,2021-05-04 07:30:00+00:00
593.24,590.76,591.5,591.75,75,2021-05-04 08:00:00+00:00
591.82,590.25,591.82,590.53,73,2021-05-04 08:30:00+00:00
591.51,590.61,590.77,591.24,40,2021-05-04 09:00:00+00:00
591.61,590.61,591.2,591.2,25,2021-05-04 09:30:00+00:00
591.86,591.08,591.4,591.8,24,2021-05-04 10:00:00+00:00
591.98,590.14,591.41,590.14,84,2021-05-04 10:30:00+00:00
592.66,591.13,591.13,592.5,37,2021-05-04 11:00:00+00:00
592.2,586.5,592.2,587.7,2440,2021-05-04 11:30:00+00:00
588.37,585.1,588.33,585.44,5346,2021-05-04 12:00:00+00:00
586.8,585.11,585.6,586.21,4509,2021-05-04 12:30:00+00:00
586.45,585.09,586.13,585.39,4736,2021-05-04 13:00:00+00:00
585.5,571.1,585.12,572.77,371893,2021-05-04 13:30:00+00:00
572.72,566.62,572.51,571.73,249205,2021-05-04 14:00:00+00:00
572.48,565.75,571.63,566.41,169250,2021-05-04 14:30:00+00:00
568.0,561.7,566.41,564.11,218032,2021-05-04 15:00:00+00:00
564.4,560.39,564.02,563.1,156156,2021-05-04 15:30:00+00:00
567.64,562.32,563.07,567.64,151795,2021-05-04 16:00:00+00:00
567.65,563.14,567.64,564.85,87188,2021-05-04 16:30:00+00:00
569.47,564.42,564.82,568.8,88193,2021-05-04 17:00:00+00:00
570.84,567.81,568.92,569.05,92305,2021-05-04 17:30:00+00:00
572.01,567.77,569.05,569.91,75630,2021-05-04 18:00:00+00:00
572.93,569.57,570.0,571.5,60527,2021-05-04 18:30:00+00:00
571.79,569.04,571.48,570.24,73547,2021-05-04 19:00:00+00:00
574.35,569.51,570.14,574.32,281463,2021-05-04 19:30:00+00:00
577.15,573.0,574.05,576.5,495455,2021-05-04 20:00:00+00:00
578.3,576.27,576.88,578.3,3465,2021-05-04 20:30:00+00:00
579.0,577.64,578.47,579.0,1213,2021-05-04 21:00:00+00:00
579.4,578.21,578.88,578.66,475,2021-05-04 21:30:00+00:00
578.68,577.5,578.55,577.61,3508,2021-05-04 22:00:00+00:00
578.6,578.0,578.0,578.32,190,2021-05-04 22:30:00+00:00
583.65,579.0,579.4,581.94,77,2021-05-05 04:00:00+00:00
583.34,581.0,581.08,582.9,97,2021-05-05 04:30:00+00:00
583.44,581.67,582.9,582.52,181,2021-05-05 05:00:00+00:00
583.26,578.2,582.53,581.0,203,2021-05-05 05:30:00+00:00
581.75,578.23,580.07,579.36,253,2021-05-05 06:00:00+00:00
581.39,578.38,578.38,581.39,83,2021-05-05 06:30:00+00:00
580.95,578.36,580.95,578.97,232,2021-05-05 07:00:00+00:00
585.16,578.97,578.97,584.99,577,2021-05-05 07:30:00+00:00
585.7,583.15,584.99,583.56,206,2021-05-05 08:00:00+00:00
584.62,583.16,583.96,583.46,219,2021-05-05 08:30:00+00:00
584.5,583.73,584.01,584.1,79,2021-05-05 09:00:00+00:00
584.76,583.51,584.1,583.83,52,2021-05-05 09:30:00+00:00
584.15,583.49,583.81,584.0,78,2021-05-05 10:00:00+00:00
584.67,584.0,584.18,584.51,67,2021-05-05 10:30:00+00:00
584.6,582.14,584.51,584.6,105,2021-05-05 11:00:00+00:00
586.49,584.24,584.57,585.31,2278,2021-05-05 11:30:00+00:00
587.69,585.0,585.3,586.6,6043,2021-05-05 12:00:00+00:00
586.62,584.22,586.5,586.0,5148,2021-05-05 12:30:00+00:00
589.89,584.88,585.97,588.84,12725,2021-05-05 13:00:00+00:00
592.55,584.82,588.84,585.21,356863,2021-05-05 13:30:00+00:00
585.99,581.72,585.33,585.06,182024,2021-05-05 14:00:00+00:00
591.54,584.72,585.19,590.82,120068,2021-05-05 14:30:00+00:00
591.28,586.58,590.6,587.89,66089,2021-05-05 15:00:00+00:00
590.17,587.39,587.64,589.91,66064,2021-05-05 15:30:00+00:00
590.28,586.17,589.97,586.76,64757,2021-05-05 16:00:00+00:00
587.56,583.6,586.67,583.98,79574,2021-05-05 16:30:00+00:00
584.76,582.35,583.99,584.76,51939,2021-05-05 17:00:00+00:00
585.64,583.07,584.75,583.33,58458,2021-05-05 17:30:00+00:00
583.52,579.73,583.39,581.01,104267,2021-05-05 18:00:00+00:00
582.53,579.73,580.98,579.82,46858,2021-05-05 18:30:00+00:00
580.63,575.45,579.88,576.96,91500,2021-05-05 19:00:00+00:00
581.56,576.62,576.96,578.36,277649,2021-05-05 19:30:00+00:00
579.22,577.06,578.36,577.5,424842,2021-05-05 20:00:00+00:00
578.0,577.05,577.5,577.61,742,2021-05-05 20:30:00+00:00
577.77,577.0,577.43,577.35,288,2021-05-05 21:00:00+00:00
577.41,576.76,577.2,577.4,212,2021-05-05 21:30:00+00:00
577.49,576.6,577.25,576.6,312,2021-05-05 22:00:00+00:00
576.75,576.65,576.68,576.75,3,2021-05-05 22:30:00+00:00
580.0,576.76,576.76,577.97,9,2021-05-06 04:00:00+00:00
580.0,578.31,579.37,579.1,16,2021-05-06 04:30:00+00:00
581.38,579.28,579.69,580.02,14,2021-05-06 05:00:00+00:00
580.6,580.06,580.06,580.59,13,2021-05-06 05:30:00+00:00
580.99,580.59,580.59,580.59,8,2021-05-06 06:00:00+00:00
581.07,580.12,580.59,581.0,217,2021-05-06 06:30:00+00:00
585.35,578.93,580.15,584.18,1244,2021-05-06 07:00:00+00:00
584.88,583.86,584.65,583.86,90,2021-05-06 07:30:00+00:00
584.3,580.17,583.75,584.3,810,2021-05-06 08:00:00+00:00
584.66,581.1,584.3,582.0,97,2021-05-06 08:30:00+00:00
582.0,580.23,581.99,580.68,74,2021-05-06 09:00:00+00:00
581.1,578.02,580.71,578.85,293,2021-05-06 09:30:00+00:00
580.8,578.41,579.14,580.44,124,2021-05-06 10:00:00+00:00
582.88,580.0,580.32,580.6,52,2021-05-06 10:30:00+00:00
581.09,579.99,580.49,579.99,98,2021-05-06 11:00:00+00:00
580.64,579.18,580.16,579.79,811,2021-05-06 11:30:00+00:00
579.94,576.01,579.79,577.36,2128,2021-05-06 12:00:00+00:00
578.0,576.11,576.8,576.99,3485,2021-05-06 12:30:00+00:00
580.0,577.16,578.06,579.5,2619,2021-05-06 13:00:00+00:00
580.0,572.32,579.54,573.14,196712,2021-05-06 13:30:00+00:00
574.39,568.66,572.82,569.86,119874,2021-05-06 14:00:00+00:00
577.1,569.08,569.81,576.25,85668,2021-05-06 14:30:00+00:00
576.89,571.02,576.45,576.5,59831,2021-05-06 15:00:00+00:00
581.29,575.78,576.5,579.94,83728,2021-05-06 15:30:00+00:00
582.39,578.29,580.1,582.24,48411,2021-05-06 16:00:00+00:00
582.86,579.21,582.24,580.46,43482,2021-05-06 16:30:00+00:00
581.0,575.46,580.39,576.57,47926,2021-05-06 17:00:00+00:00
577.67,572.07,576.52,572.49,45556,2021-05-06 17:30:00+00:00
575.16,571.61,572.21,572.18,56411,2021-05-06 18:00:00+00:00
574.67,571.51,572.26,572.91,46676,2021-05-06 18:30:00+00:00
576.46,572.28,572.91,575.88,44009,2021-05-06 19:00:00+00:00
581.68,575.08,576.0,580.94,228633,2021-05-06 19:30:00+00:00
581.74,580.47,580.75,580.66,309067,2021-05-06 20:00:00+00:00
581.49,580.43,580.74,581.49,1830,2021-05-06 20:30:00+00:00
581.5,580.6,581.5,581.16,418,2021-05-06 21:00:00+00:00
581.45,580.78,581.16,581.27,300,2021-05-06 21:30:00+00:00
581.75,581.1,581.39,581.2,497,2021-05-06 22:00:00+00:00
581.57,581.19,581.19,581.38,12,2021-05-06 22:30:00+00:00
589.7,582.6,583.02,584.11,110,2021-05-07 04:00:00+00:00
584.2,582.5,584.18,582.5,30,2021-05-07 04:30:00+00:00
582.99,580.9,582.47,581.39,32,2021-05-07 05:00:00+00:00
583.0,581.83,582.12,582.99,25,2021-05-07 05:30:00+00:00
583.0,582.94,582.99,582.94,19,2021-05-07 06:00:00+00:00
583.0,582.38,583.0,582.9,5,2021-05-07 06:30:00+00:00
583.5,579.02,582.9,583.5,220,2021-05-07 07:00:00+00:00
584.65,582.47,584.53,582.93,58,2021-05-07 07:30:00+00:00
584.98,580.61,582.96,582.44,175,2021-05-07 08:00:00+00:00
584.99,582.98,584.21,584.99,62,2021-05-07 08:30:00+00:00
584.9,584.07,584.9,584.25,34,2021-05-07 09:00:00+00:00
584.69,583.91,584.13,584.51,46,2021-05-07 09:30:00+00:00
584.9,584.13,584.13,584.4,51,2021-05-07 10:00:00+00:00
584.99,584.01,584.26,584.69,36,2021-05-07 10:30:00+00:00
584.26,582.56,584.26,583.49,54,2021-05-07 11:00:00+00:00
584.68,583.51,583.72,584.6,693,2021-05-07 11:30:00+00:00
584.78,583.42,584.3,584.78,1307,2021-05-07 12:00:00+00:00
593.98,584.97,584.97,593.56,13129,2021-05-07 12:30:00+00:00
594.6,589.42,593.21,591.78,13539,2021-05-07 13:00:00+00:00
594.55,586.6,591.71,591.0,283898,2021-05-07 13:30:00+00:00
597.44,589.6,591.37,595.75,156802,2021-05-07 14:00:00+00:00
598.84,594.86,595.77,596.68,115516,2021-05-07 14:30:00+00:00
597.95,595.7,596.54,596.94,69565,2021-05-07 15:00:00+00:00
597.21,593.52,596.94,596.24,84986,2021-05-07 15:30:00+00:00
596.2,593.42,596.2,593.44,54884,2021-05-07 16:00:00+00:00
594.22,592.5,593.51,593.5,45371,2021-05-07 16:30:00+00:00
593.8,589.25,593.51,589.26,54938,2021-05-07 17:00:00+00:00
591.32,588.45,589.53,588.45,49991,2021-05-07 17:30:00+00:00
590.61,587.35,588.44,590.41,39875,2021-05-07 18:00:00+00:00
591.3,588.53,590.52,591.02,54485,2021-05-07 18:30:00+00:00
594.25,590.9,591.16,593.64,69973,2021-05-07 19:00:00+00:00
594.39,592.32,593.73,592.49,187250,2021-05-07 19:30:00+00:00
592.95,592.02,592.49,592.95,275757,2021-05-07 20:00:00+00:00
592.89,592.23,592.55,592.27,211,2021-05-07 20:30:00+00:00
592.49,592.0,592.06,592.4,135,2021-05-07 21:00:00+00:00
592.43,592.24,592.24,592.39,27,2021-05-07 21:30:00+00:00
592.49,592.22,592.24,592.22,37,2021-05-07 22:00:00+00:00
592.51,592.49,592.49,592.51,6,2021-05-07 22:30:00+00:00
596.0,588.53,596.0,593.13,31,2021-05-10 04:00:00+00:00
595.0,594.84,594.85,595.0,15,2021-05-10 04:30:00+00:00
595.0,593.1,595.0,593.1,22,2021-05-10 05:00:00+00:00
594.37,593.24,593.83,594.37,11,2021-05-10 05:30:00+00:00
595.0,594.38,594.38,594.79,75,2021-05-10 06:00:00+00:00
593.51,591.51,593.51,591.51,51,2021-05-10 06:30:00+00:00
594.32,591.5,592.06,591.5,103,2021-05-10 07:00:00+00:00
591.46,590.06,591.28,590.89,49,2021-05-10 07:30:00+00:00
591.08,588.1,590.11,590.29,363,2021-05-10 08:00:00+00:00
590.1,588.81,589.5,589.27,35,2021-05-10 08:30:00+00:00
589.67,588.8,588.88,589.67,43,2021-05-10 09:00:00+00:00
589.69,588.41,589.6,588.41,64,2021-05-10 09:30:00+00:00
589.56,588.41,588.41,589.11,33,2021-05-10 10:00:00+00:00
589.78,588.54,588.54,589.78,24,2021-05-10 10:30:00+00:00
589.81,589.0,589.62,589.0,15,2021-05-10 11:00:00+00:00
588.95,588.22,588.81,588.94,624,2021-05-10 11:30:00+00:00
589.73,588.2,588.33,589.73,1139,2021-05-10 12:00:00+00:00
589.84,588.5,589.65,589.19,2040,2021-05-10 12:30:00+00:00
592.0,588.8,589.47,590.82,4552,2021-05-10 13:00:00+00:00
592.23,574.53,590.82,576.8,283296,2021-05-10 13:30:00+00:00
581.0,573.29,576.59,578.01,154557,2021-05-10 14:00:00+00:00
578.02,573.75,577.89,575.49,88513,2021-05-10 14:30:00+00:00
577.63,573.66,575.49,577.05,95982,2021-05-10 15:00:00+00:00
578.61,575.5,577.12,578.32,95780,2021-05-10 15:30:00+00:00
579.88,576.71,578.32,577.04,68344,2021-05-10 16:00:00+00:00
577.14,575.45,576.93,575.8,44556,2021-05-10 16:30:00+00:00
578.15,575.38,575.73,576.56,44498,2021-05-10 17:00:00+00:00
576.9,574.89,576.56,576.13,60089,2021-05-10 17:30:00+00:00
576.3,571.6,576.2,572.41,112840,2021-05-10 18:00:00+00:00
573.7,571.3,572.33,573.55,106446,2021-05-10 18:30:00+00:00
574.81,572.13,573.54,573.19,60188,2021-05-10 19:00:00+00:00
575.08,570.01,573.0,570.85,329829,2021-05-10 19:30:00+00:00
571.24,569.6,570.83,570.62,532243,2021-05-10 20:00:00+00:00
570.99,568.5,570.63,569.0,1495,2021-05-10 20:30:00+00:00
569.84,568.5,569.84,568.99,149,2021-05-10 21:00:00+00:00
568.99,567.66,568.99,567.88,514,2021-05-10 21:30:00+00:00
568.49,567.5,568.37,568.0,737,2021-05-10 22:00:00+00:00
568.0,567.59,568.0,567.8,146,2021-05-10 22:30:00+00:00
572.98,565.74,568.0,565.74,49,2021-05-11 04:00:00+00:00
566.8,562.85,565.74,564.45,93,2021-05-11 04:30:00+00:00
564.46,563.03,563.05,564.46,71,2021-05-11 05:00:00+00:00
567.0,564.11,564.46,567.0,44,2021-05-11 05:30:00+00:00
567.99,562.0,567.0,563.22,193,2021-05-11 06:00:00+00:00
567.47,563.13,564.56,563.81,84,2021-05-11 06:30:00+00:00
565.81,562.38,563.81,562.71,205,2021-05-11 07:00:00+00:00
562.62,556.0,562.62,557.49,684,2021-05-11 07:30:00+00:00
560.77,556.75,557.58,557.0,785,2021-05-11 08:00:00+00:00
558.69,556.2,557.0,556.92,238,2021-05-11 08:30:00+00:00
557.07,555.24,557.07,556.0,272,2021-05-11 09:00:00+00:00
557.54,556.0,556.08,556.88,108,2021-05-11 09:30:00+00:00
556.94,555.49,556.87,555.75,87,2021-05-11 10:00:00+00:00
556.3,554.45,555.8,555.5,220,2021-05-11 10:30:00+00:00
556.46,552.25,555.55,553.1,548,2021-05-11 11:00:00+00:00
553.99,551.0,553.25,551.88,6868,2021-05-11 11:30:00+00:00
552.95,549.25,551.96,551.61,8642,2021-05-11 12:00:00+00:00
552.85,550.92,551.37,551.84,10344,2021-05-11 12:30:00+00:00
553.5,548.74,551.84,553.5,16995,2021-05-11 13:00:00+00:00
567.49,550.0,553.65,566.68,486741,2021-05-11 13:30:00+00:00
567.05,556.66,566.73,556.93,155891,2021-05-11 14:00:00+00:00
561.87,554.96,557.09,561.01,150867,2021-05-11 14:30:00+00:00
568.92,557.77,561.0,568.13,135901,2021-05-11 15:00:00+00:00
568.93,565.68,568.41,567.68,113347,2021-05-11 15:30:00+00:00
570.95,567.27,568.03,567.92,92924,2021-05-11 16:00:00+00:00
569.63,565.21,568.14,566.68,65913,2021-05-11 16:30:00+00:00
572.69,566.34,566.56,572.1,72517,2021-05-11 17:00:00+00:00
574.21,570.69,572.19,571.76,63208,2021-05-11 17:30:00+00:00
573.18,569.0,571.76,573.18,65948,2021-05-11 18:00:00+00:00
573.01,569.13,573.01,570.41,62696,2021-05-11 18:30:00+00:00
572.63,568.36,570.29,571.89,70285,2021-05-11 19:00:00+00:00
573.2,567.91,571.71,572.24,198675,2021-05-11 19:30:00+00:00
573.5,571.31,572.17,571.66,211007,2021-05-11 20:00:00+00:00
571.9,571.24,571.54,571.6,332,2021-05-11 20:30:00+00:00
571.79,571.16,571.46,571.48,171,2021-05-11 21:00:00+00:00
571.75,571.16,571.19,571.45,158,2021-05-11 21:30:00+00:00
571.99,571.01,571.4,571.99,107,2021-05-11 22:00:00+00:00
571.21,571.0,571.21,571.0,303,2021-05-11 22:30:00+00:00
570.0,565.74,567.8,567.0,92,2021-05-12 04:00:00+00:00
567.17,565.12,565.74,565.2,46,2021-05-12 04:30:00+00:00
568.17,565.5,565.5,568.17,39,2021-05-12 05:00:00+00:00
569.51,568.01,569.12,569.48,21,2021-05-12 05:30:00+00:00
569.53,566.98,568.04,569.53,35,2021-05-12 06:00:00+00:00
569.52,568.46,569.52,568.61,24,2021-05-12 06:30:00+00:00
569.52,565.7,568.61,566.5,134,2021-05-12 07:00:00+00:00
569.38,566.45,567.14,568.52,514,2021-05-12 07:30:00+00:00
570.21,568.39,568.39,569.0,427,2021-05-12 08:00:00+00:00
569.01,566.39,569.01,567.86,274,2021-05-12 08:30:00+00:00
